Date;Open;High;Low;Close
12.10.2018;114170;114210;114150;114210
12.10.2018;114210;114320;114200;114320
12.10.2018;114320;114320;114240;114290
12.10.2018;114280;114320;114260;114300
12.10.2018;114320;114360;114270;114350
12.10.2018;114350;114360;114310;114320
12.10.2018;114320;114350;114280;114290
12.10.2018;114280;114290;114220;114250
12.10.2018;114250;114280;114180;114190
12.10.2018;114200;114230;114160;114170
12.10.2018;114180;114220;114140;114150
12.10.2018;114150;114270;114150;114260
12.10.2018;114280;114340;114280;114300
12.10.2018;114290;114350;114290;114320
12.10.2018;114320;114450;114310;114430
12.10.2018;114430;114440;114370;114380
12.10.2018;114390;114390;114330;114360
12.10.2018;114370;114410;114350;114380
12.10.2018;114380;114480;114380;114440
12.10.2018;114450;114650;114410;114610
12.10.2018;114620;114680;114580;114630
12.10.2018;114630;114700;114630;114690
12.10.2018;114690;114720;114630;114700
12.10.2018;114700;114730;114670;114730
12.10.2018;114730;114740;114680;114680
12.10.2018;114680;114690;114660;114670
12.10.2018;114670;114710;114660;114680
12.10.2018;114670;114690;114660;114670
12.10.2018;114680;114740;114680;114700
12.10.2018;114710;114830;114700;114810
12.10.2018;114820;114840;114670;114680
12.10.2018;114680;114750;114650;114690
12.10.2018;114700;114700;114660;114690
12.10.2018;114690;114730;114610;114650
12.10.2018;114650;114660;114600;114630
12.10.2018;114610;114690;114610;114660
12.10.2018;114650;114700;114590;114640
12.10.2018;114650;114660;114600;114620
12.10.2018;114620;114650;114600;114610
12.10.2018;114630;114670;114610;114640
12.10.2018;114650;114670;114610;114610
12.10.2018;114630;114630;114570;114600
12.10.2018;114600;114630;114590;114600
12.10.2018;114610;114620;114580;114590
12.10.2018;114590;114610;114570;114580
12.10.2018;114570;114680;114570;114630
12.10.2018;114650;114660;114620;114640
12.10.2018;114640;114700;114630;114650
12.10.2018;114660;114730;114660;114700
12.10.2018;114690;114720;114650;114660
12.10.2018;114680;114680;114620;114630
12.10.2018;114640;114640;114510;114520
12.10.2018;114520;114530;114430;114490
12.10.2018;114490;114500;114440;114460
12.10.2018;114460;114540;114420;114540
12.10.2018;114530;114530;114500;114520
12.10.2018;114520;114540;114490;114490
12.10.2018;114490;114490;114460;114460
12.10.2018;114470;114530;114460;114510
12.10.2018;114530;114550;114510;114520
12.10.2018;114520;114610;114510;114610
12.10.2018;114610;114610;114540;114550
12.10.2018;114530;114590;114500;114590
12.10.2018;114600;114600;114490;114510
12.10.2018;114490;114520;114420;114420
12.10.2018;114430;114490;114410;114470
12.10.2018;114470;114500;114450;114460
12.10.2018;114450;114450;114400;114400
12.10.2018;114400;114450;114390;114430
12.10.2018;114450;114460;114320;114370
12.10.2018;114360;114400;114320;114390
12.10.2018;114370;114380;114330;114380
12.10.2018;114390;114440;114390;114420
12.10.2018;114400;114440;114340;114430
12.10.2018;114400;114440;114390;114420
12.10.2018;114430;114530;114430;114470
12.10.2018;114480;114480;114410;114430
12.10.2018;114430;114430;114320;114360
12.10.2018;114370;114480;114360;114480
12.10.2018;114480;114500;114390;114410
12.10.2018;114420;114430;114390;114410
12.10.2018;114410;114430;114350;114350
12.10.2018;114360;114380;114320;114340
12.10.2018;114330;114400;114320;114340
12.10.2018;114330;114350;114250;114290
12.10.2018;114300;114330;114280;114300
12.10.2018;114300;114330;114280;114320
12.10.2018;114320;114390;114320;114360
12.10.2018;114380;114390;114360;114390
12.10.2018;114370;114440;114360;114440
12.10.2018;114430;114490;114390;114450
12.10.2018;114460;114480;114430;114440
12.10.2018;114450;114490;114450;114480
12.10.2018;114490;114580;114460;114580
12.10.2018;114580;114610;114540;114580
12.10.2018;114590;114640;114580;114620
12.10.2018;114640;114650;114520;114520
12.10.2018;114530;114720;114520;114710
12.10.2018;114710;114720;114620;114680
12.10.2018;114690;114730;114670;114710
12.10.2018;114710;114720;114640;114690
12.10.2018;114690;114690;114640;114650
12.10.2018;114650;114680;114640;114680
12.10.2018;114680;114700;114660;114660
12.10.2018;114660;114680;114650;114680
12.10.2018;114680;114720;114660;114680
12.10.2018;114680;114690;114650;114660
12.10.2018;114660;114670;114630;114650
12.10.2018;114650;114680;114610;114640
12.10.2018;114650;114800;114620;114690
12.10.2018;114700;114730;114660;114660
12.10.2018;114660;114720;114650;114710
12.10.2018;114690;114720;114680;114700
12.10.2018;114680;114680;114580;114590
12.10.2018;114600;114600;114540;114580
12.10.2018;114580;114580;114480;114480
12.10.2018;114480;114540;114470;114490
12.10.2018;114500;114610;114500;114610
12.10.2018;114600;114610;114570;114580
12.10.2018;114580;114610;114580;114580
12.10.2018;114570;114580;114530;114560
12.10.2018;114570;114650;114560;114640
12.10.2018;114640;114650;114630;114640
12.10.2018;114650;114720;114650;114710
12.10.2018;114700;114710;114640;114650
12.10.2018;114650;114710;114640;114710
12.10.2018;114700;114700;114670;114670
12.10.2018;114670;114730;114670;114710
12.10.2018;114700;114720;114660;114680
12.10.2018;114670;114690;114640;114670
12.10.2018;114680;114690;114620;114660
12.10.2018;114650;114660;114560;114570
12.10.2018;114580;114670;114570;114640
12.10.2018;114640;114650;114610;114620
12.10.2018;114620;114630;114550;114580
12.10.2018;114580;114600;114550;114600
12.10.2018;114580;114600;114570;114580
12.10.2018;114590;114600;114580;114590
12.10.2018;114590;114590;114440;114460
12.10.2018;114470;114490;114430;114450
12.10.2018;114450;114490;114420;114470
12.10.2018;114480;114490;114440;114460
12.10.2018;114460;114470;114440;114450
12.10.2018;114450;114480;114400;114410
12.10.2018;114410;114430;114380;114420
12.10.2018;114430;114440;114380;114400
12.10.2018;114390;114450;114390;114430
12.10.2018;114440;114510;114420;114500
12.10.2018;114500;114500;114460;114460
12.10.2018;114460;114480;114440;114480
12.10.2018;114470;114560;114470;114530
12.10.2018;114520;114570;114520;114570
12.10.2018;114570;114670;114570;114670
12.10.2018;114680;114680;114620;114620
12.10.2018;114630;114640;114590;114620
12.10.2018;114630;114660;114610;114620
12.10.2018;114610;114610;114580;114580
12.10.2018;114580;114590;114510;114530
12.10.2018;114520;114530;114480;114490
12.10.2018;114490;114490;114400;114410
12.10.2018;114420;114420;114290;114410
12.10.2018;114410;114500;114400;114480
12.10.2018;114470;114540;114440;114530
12.10.2018;114530;114560;114500;114550
12.10.2018;114550;114590;114480;114480
12.10.2018;114480;114490;114450;114470
12.10.2018;114470;114580;114460;114580
12.10.2018;114570;114600;114560;114590
12.10.2018;114590;114670;114590;114670
12.10.2018;114670;114680;114610;114680
12.10.2018;114680;114720;114620;114710
12.10.2018;114710;114720;114650;114670
12.10.2018;114650;114670;114630;114640
12.10.2018;114650;114660;114570;114580
12.10.2018;114570;114620;114560;114570
12.10.2018;114570;114610;114550;114550
12.10.2018;114550;114640;114550;114640
12.10.2018;114640;114690;114630;114660
12.10.2018;114650;114780;114650;114750
12.10.2018;114740;114750;114680;114680
12.10.2018;114680;114730;114660;114700
12.10.2018;114690;114690;114660;114670
12.10.2018;114660;114710;114660;114690
12.10.2018;114690;114770;114690;114700
12.10.2018;114700;114740;114660;114740
12.10.2018;114740;114760;114700;114740
12.10.2018;114730;114740;114670;114700
12.10.2018;114690;114700;114650;114680
12.10.2018;114680;114740;114670;114680
12.10.2018;114670;114760;114650;114730
12.10.2018;114740;114760;114730;114730
12.10.2018;114730;114820;114710;114740
12.10.2018;114740;114790;114730;114780
12.10.2018;114790;114820;114780;114780
12.10.2018;114790;114790;114730;114740
12.10.2018;114750;114930;114740;114910
12.10.2018;114910;114930;114830;114840
12.10.2018;114830;114840;114640;114660
12.10.2018;114660;114660;114520;114560
12.10.2018;114560;114610;114500;114550
12.10.2018;114560;114620;114550;114610
12.10.2018;114600;114610;114530;114580
12.10.2018;114590;114650;114590;114650
12.10.2018;114650;114700;114620;114650
12.10.2018;114640;114680;114610;114650
12.10.2018;114650;114720;114640;114650
12.10.2018;114650;114650;114520;114560
12.10.2018;114570;114580;114460;114490
12.10.2018;114470;114530;114410;114410
12.10.2018;114410;114530;114400;114500
12.10.2018;114490;114510;114450;114500
12.10.2018;114500;114500;114420;114430
12.10.2018;114420;114430;114360;114410
12.10.2018;114420;114420;114320;114370
12.10.2018;114390;114420;114360;114400
12.10.2018;114390;114450;114320;114340
12.10.2018;114330;114360;114180;114190
12.10.2018;114200;114270;114190;114270
12.10.2018;114270;114280;114150;114160
12.10.2018;114180;114220;114160;114220
12.10.2018;114210;114300;114210;114290
12.10.2018;114290;114300;114210;114230
12.10.2018;114240;114240;114170;114200
12.10.2018;114200;114220;114130;114170
12.10.2018;114160;114240;114120;114240
12.10.2018;114240;114360;114240;114340
12.10.2018;114340;114390;114260;114310
12.10.2018;114310;114490;114310;114470
12.10.2018;114460;114470;114400;114420
12.10.2018;114430;114440;114340;114370
12.10.2018;114380;114400;114350;114380
12.10.2018;114380;114390;114320;114350
12.10.2018;114340;114450;114330;114420
12.10.2018;114400;114540;114380;114530
12.10.2018;114520;114550;114470;114470
12.10.2018;114480;114500;114430;114430
12.10.2018;114430;114470;114410;114410
12.10.2018;114430;114470;114420;114460
12.10.2018;114440;114490;114420;114460
12.10.2018;114460;114460;114360;114370
12.10.2018;114360;114380;114320;114340
12.10.2018;114350;114380;114330;114370
12.10.2018;114360;114370;114340;114340
12.10.2018;114340;114380;114340;114370
12.10.2018;114370;114480;114360;114410
12.10.2018;114410;114450;114390;114450
12.10.2018;114450;114450;114400;114400
12.10.2018;114400;114420;114380;114400
12.10.2018;114410;114410;114270;114300
12.10.2018;114300;114350;114260;114290
12.10.2018;114310;114390;114300;114390
12.10.2018;114390;114480;114380;114480
12.10.2018;114480;114550;114440;114490
12.10.2018;114490;114510;114390;114450
12.10.2018;114440;114530;114350;114420
12.10.2018;114410;114500;114400;114470
12.10.2018;114480;114570;114430;114460
12.10.2018;114450;114580;114450;114530
12.10.2018;114520;114520;114290;114290
12.10.2018;114300;114330;114240;114280
12.10.2018;114260;114370;114180;114330
12.10.2018;114320;114400;114290;114390
12.10.2018;114360;114410;114320;114360
12.10.2018;114350;114380;114210;114210
12.10.2018;114230;114320;114220;114270
12.10.2018;114280;114300;114140;114140
12.10.2018;114140;114240;113960;113980
12.10.2018;113960;114030;113940;113960
12.10.2018;113960;114010;113810;113890
12.10.2018;113890;114050;113870;114010
12.10.2018;114000;114020;113920;113930
12.10.2018;113930;114000;113910;113970
12.10.2018;113960;114040;113930;114010
12.10.2018;114020;114120;113980;114120
12.10.2018;114110;114130;114020;114030
12.10.2018;114030;114050;113930;113950
12.10.2018;113970;114080;113940;114080
12.10.2018;114070;114110;113940;114110
12.10.2018;114100;114240;114060;114220
12.10.2018;114220;114310;114200;114220
12.10.2018;114240;114240;114150;114180
12.10.2018;114180;114220;114120;114140
12.10.2018;114140;114180;114090;114110
12.10.2018;114110;114180;114100;114170
12.10.2018;114170;114170;113970;113990
12.10.2018;113980;114170;113970;114130
12.10.2018;114120;114150;114050;114140
12.10.2018;114140;114280;114120;114190
12.10.2018;114190;114260;114140;114230
12.10.2018;114240;114240;114070;114110
12.10.2018;114100;114130;114040;114080
12.10.2018;114080;114130;114030;114030
12.10.2018;114040;114110;114030;114080
12.10.2018;114080;114130;114020;114100
12.10.2018;114090;114090;113990;114000
12.10.2018;114010;114070;113930;114060
12.10.2018;114050;114130;114020;114100
12.10.2018;114110;114150;114070;114100
12.10.2018;114110;114120;114010;114020
12.10.2018;114010;114050;113910;113910
12.10.2018;113920;113950;113760;113770
12.10.2018;113770;113840;113750;113810
12.10.2018;113820;113830;113760;113790
12.10.2018;113780;113790;113740;113760
12.10.2018;113770;113800;113710;113800
12.10.2018;113790;113790;113690;113750
12.10.2018;113750;113880;113750;113840
12.10.2018;113850;113880;113780;113820
12.10.2018;113820;113850;113660;113690
12.10.2018;113680;113690;113590;113590
12.10.2018;113590;113630;113550;113590
12.10.2018;113600;113690;113570;113680
12.10.2018;113680;113750;113670;113710
12.10.2018;113690;113780;113660;113660
12.10.2018;113660;113750;113600;113720
12.10.2018;113720;113730;113560;113560
12.10.2018;113560;113660;113540;113650
12.10.2018;113650;113650;113580;113610
12.10.2018;113610;113740;113610;113680
12.10.2018;113680;113810;113680;113800
12.10.2018;113800;113860;113760;113850
12.10.2018;113860;113870;113800;113840
12.10.2018;113840;113900;113790;113810
12.10.2018;113810;113840;113750;113800
12.10.2018;113810;113850;113760;113810
12.10.2018;113790;113860;113770;113810
12.10.2018;113790;113840;113720;113780
12.10.2018;113790;113940;113790;113910
12.10.2018;113900;113970;113890;113960
12.10.2018;113970;113970;113860;113910
12.10.2018;113900;114070;113880;114050
12.10.2018;114040;114070;113970;114000
12.10.2018;114000;114030;113910;113920
12.10.2018;113910;113940;113850;113890
12.10.2018;113890;114140;113890;114100
12.10.2018;114110;114120;114010;114070
12.10.2018;114070;114140;114000;114010
12.10.2018;114000;114090;114000;114090
12.10.2018;114090;114160;114040;114140
12.10.2018;114130;114150;114080;114110
12.10.2018;114140;114190;114100;114160
12.10.2018;114180;114220;114160;114160
12.10.2018;114150;114190;114140;114170
12.10.2018;114170;114250;114170;114210
12.10.2018;114220;114260;114190;114230
12.10.2018;114240;114350;114240;114280
12.10.2018;114280;114320;114240;114300
12.10.2018;114310;114340;114250;114250
12.10.2018;114250;114260;114120;114160
12.10.2018;114150;114180;114080;114150
12.10.2018;114130;114180;114120;114170
12.10.2018;114160;114170;114100;114140
12.10.2018;114150;114160;114090;114150
12.10.2018;114150;114190;114130;114130
12.10.2018;114140;114220;114130;114160
12.10.2018;114150;114230;114140;114230
12.10.2018;114230;114250;114180;114180
12.10.2018;114190;114260;114170;114250
12.10.2018;114240;114280;114230;114270
12.10.2018;114280;114290;114220;114250
12.10.2018;114230;114300;114210;114240
12.10.2018;114250;114250;114200;114210
12.10.2018;114200;114240;114140;114150
12.10.2018;114150;114160;114100;114100
12.10.2018;114110;114170;114100;114120
12.10.2018;114130;114170;114120;114120
12.10.2018;114120;114130;114090;114100
12.10.2018;114100;114120;114060;114120
12.10.2018;114110;114160;114090;114150
12.10.2018;114160;114250;114130;114210
12.10.2018;114200;114210;114130;114140
12.10.2018;114120;114160;114120;114140
12.10.2018;114140;114150;114120;114140
12.10.2018;114140;114230;114090;114180
12.10.2018;114180;114180;114080;114130
12.10.2018;114130;114250;114130;114240
12.10.2018;114240;114250;114200;114230
12.10.2018;114220;114390;114170;114390
12.10.2018;114380;114570;114350;114550
12.10.2018;114550;114580;114420;114430
12.10.2018;114440;114490;114380;114400
12.10.2018;114400;114450;114270;114280
12.10.2018;114280;114310;114210;114260
12.10.2018;114260;114290;114190;114200
12.10.2018;114190;114300;114190;114230
12.10.2018;114210;114250;114090;114130
12.10.2018;114130;114150;114010;114060
12.10.2018;114050;114100;114040;114070
12.10.2018;114060;114130;114020;114130
12.10.2018;114050;114180;113870;113930
12.10.2018;113930;113930;113820;113820
12.10.2018;113820;113870;113810;113850
12.10.2018;113860;113880;113760;113760
12.10.2018;113760;113830;113740;113810
12.10.2018;113800;113820;113750;113780
12.10.2018;113780;113810;113680;113680
12.10.2018;113680;113860;113680;113860
12.10.2018;113850;113920;113790;113820
12.10.2018;113820;113820;113690;113780
12.10.2018;113770;113880;113740;113830
12.10.2018;113840;113860;113760;113790
12.10.2018;113790;113940;113790;113940
12.10.2018;113940;114080;113940;113980
12.10.2018;113980;114030;113970;114000
12.10.2018;113990;113990;113920;113970
12.10.2018;113960;114000;113900;113910
12.10.2018;113900;113930;113850;113920
12.10.2018;113920;113930;113830;113840
12.10.2018;113870;113880;113780;113860
12.10.2018;113850;113870;113790;113810
12.10.2018;113810;113850;113750;113790
12.10.2018;113780;113780;113720;113750
12.10.2018;113750;113870;113740;113870
12.10.2018;113870;113870;113800;113810
12.10.2018;113840;113840;113750;113770
12.10.2018;113770;113790;113660;113680
12.10.2018;113690;113690;113620;113640
12.10.2018;113630;113690;113600;113620
12.10.2018;113630;113660;113590;113640
12.10.2018;113640;113650;113580;113580
12.10.2018;113600;113650;113580;113650
12.10.2018;113650;113720;113640;113680
12.10.2018;113690;113750;113670;113750
12.10.2018;113740;113750;113690;113720
12.10.2018;113710;113720;113630;113660
12.10.2018;113650;113670;113620;113650
12.10.2018;113640;113680;113600;113600
12.10.2018;113600;113670;113600;113640
12.10.2018;113620;113690;113620;113660
12.10.2018;113670;113740;113660;113710
12.10.2018;113710;113710;113590;113590
12.10.2018;113590;113650;113570;113610
12.10.2018;113610;113620;113500;113520
12.10.2018;113500;113550;113460;113460
12.10.2018;113460;113530;113430;113500
12.10.2018;113520;113640;113510;113610
12.10.2018;113620;113630;113490;113540
12.10.2018;113520;113610;113520;113590
12.10.2018;113590;113620;113470;113470
12.10.2018;113470;113500;113430;113470
12.10.2018;113470;113490;113440;113480
12.10.2018;113490;113590;113480;113500
12.10.2018;113500;113590;113460;113580
12.10.2018;113570;113720;113570;113690
12.10.2018;113680;113750;113680;113720
12.10.2018;113710;113770;113650;113750
12.10.2018;113750;113890;113740;113890
12.10.2018;113890;113900;113790;113830
12.10.2018;113820;113870;113790;113860
12.10.2018;113850;113880;113800;113830
12.10.2018;113820;113840;113810;113810
12.10.2018;113820;113830;113790;113810
12.10.2018;113820;114070;113820;114060
12.10.2018;114070;114150;114050;114110
12.10.2018;114130;114160;114070;114090
12.10.2018;114080;114100;114040;114080
12.10.2018;114070;114190;114050;114170
12.10.2018;114180;114200;114100;114120
12.10.2018;114130;114260;114030;114180
12.10.2018;114180;114250;114150;114170
12.10.2018;114170;114200;114100;114110
12.10.2018;114110;114120;114060;114100
12.10.2018;114100;114160;114070;114090
12.10.2018;114090;114130;114060;114070
12.10.2018;114070;114110;114050;114100
12.10.2018;114090;114100;114020;114040
12.10.2018;114050;114050;114000;114010
12.10.2018;114000;114010;113920;113940
12.10.2018;113960;113960;113920;113960
12.10.2018;113950;114050;113950;114030
12.10.2018;114040;114100;113970;114060
12.10.2018;114060;114100;114010;114010
12.10.2018;114020;114090;114000;114050
12.10.2018;114030;114160;114030;114140
12.10.2018;114150;114200;114100;114190
12.10.2018;114200;114210;114120;114150
12.10.2018;114140;114150;114070;114070
12.10.2018;114080;114080;113980;113990
12.10.2018;113990;114050;113980;113980
12.10.2018;114000;114000;113920;113920
12.10.2018;113910;113970;113910;113970
12.10.2018;113970;113990;113930;113970
12.10.2018;113970;114000;113950;113970
12.10.2018;113970;113970;113900;113940
12.10.2018;113940;113940;113830;113830
12.10.2018;113840;113850;113780;113790
12.10.2018;113800;113800;113720;113770
12.10.2018;113770;113830;113750;113830
12.10.2018;113820;113850;113800;113840
12.10.2018;113850;114030;113850;114020
12.10.2018;114010;114030;113920;113960
12.10.2018;113950;113960;113880;113880
12.10.2018;113880;113910;113790;113870
12.10.2018;113870;114000;113860;114000
12.10.2018;114000;114020;113960;113990
12.10.2018;114000;114090;113950;114090
12.10.2018;114100;114120;114050;114100
12.10.2018;114090;114180;114090;114120
12.10.2018;114130;114170;114120;114130
12.10.2018;114140;114150;114080;114080
12.10.2018;114080;114180;114080;114180
12.10.2018;114180;114210;114110;114110
12.10.2018;114110;114160;114090;114130
12.10.2018;114130;114220;114110;114190
12.10.2018;114190;114210;114110;114140
12.10.2018;114150;114220;114120;114220
12.10.2018;114220;114320;114200;114230
12.10.2018;114230;114290;114200;114210
12.10.2018;114210;114260;114200;114200
12.10.2018;114210;114310;114160;114160
12.10.2018;114160;114200;114150;114180
12.10.2018;114180;114180;114090;114140
12.10.2018;114130;114140;114060;114110
12.10.2018;114090;114090;114040;114040
12.10.2018;114040;114120;114000;114090
12.10.2018;114070;114090;114020;114030
12.10.2018;114050;114060;114000;114010
12.10.2018;114010;114060;113960;114030
12.10.2018;114040;114100;113960;114030
12.10.2018;114030;114050;113810;113870
12.10.2018;113860;113940;113830;113930
12.10.2018;113930;113980;113880;113920
12.10.2018;113940;113970;113890;113910
12.10.2018;113910;113910;113840;113850
12.10.2018;113840;113930;113830;113910
12.10.2018;113910;113980;113900;113980
12.10.2018;113980;114070;113920;114020
12.10.2018;114000;114170;113980;114110
12.10.2018;114150;114150;114080;114150
12.10.2018;114140;114220;114130;114200
12.10.2018;114190;114240;114160;114190
12.10.2018;114210;114220;114130;114140
12.10.2018;114150;114220;114120;114200
12.10.2018;114220;114240;114160;114220
12.10.2018;114220;114240;114170;114210
12.10.2018;114200;114220;114190;114200
12.10.2018;114210;114380;114210;114360
12.10.2018;114370;114440;114340;114390
12.10.2018;114400;114500;114400;114450
12.10.2018;114450;114480;114400;114450
12.10.2018;114420;114440;114390;114390
12.10.2018;114390;114440;114350;114400
12.10.2018;114410;114450;114360;114390
12.10.2018;114380;114430;114370;114430
12.10.2018;114420;114470;114410;114450
12.10.2018;114460;114470;114410;114450
12.10.2018;114420;114430;114380;114400
12.10.2018;114390;114460;114370;114460
12.10.2018;114450;114490;114410;114410
12.10.2018;114420;114480;114410;114420
12.10.2018;114410;114450;114380;114420
12.10.2018;114410;114420;114380;114390
12.10.2018;114410;114410;114370;114380
12.10.2018;114380;114410;114360;114400
12.10.2018;114420;114460;114400;114450
12.10.2018;114440;114460;114430;114450
12.10.2018;114460;114470;114440;114450
12.10.2018;114470;114490;114430;114490
12.10.2018;114490;114640;114490;114600
12.10.2018;114590;114860;114580;114830
12.10.2018;114830;114850;114750;114770
12.10.2018;114760;114800;114740;114780
12.10.2018;114780;114810;114750;114800
12.10.2018;114800;114900;114800;114880
12.10.2018;114870;114970;114870;114940
12.10.2018;114940;114970;114900;114910
12.10.2018;114910;114970;114910;114920
12.10.2018;114930;114930;114870;114890
12.10.2018;114900;114920;114850;114920
12.10.2018;114930;114970;114900;114960
12.10.2018;114960;114990;114820;114850
12.10.2018;114850;114860;114640;114690
12.10.2018;114690;114750;114690;114700
12.10.2018;114720;114760;114700;114750
12.10.2018;114760;114820;114740;114790
12.10.2018;114780;114810;114740;114790
12.10.2018;114800;114830;114780;114800
12.10.2018;114810;114910;114810;114910
12.10.2018;114900;114940;114880;114890
12.10.2018;114890;114970;114890;114900
12.10.2018;114900;114930;114880;114890
12.10.2018;114910;114910;114820;114840
12.10.2018;114840;114870;114820;114850
12.10.2018;114860;114950;114860;114880
12.10.2018;114880;114920;114830;114850
12.10.2018;114850;114900;114820;114850
12.10.2018;114850;114870;114820;114830
12.10.2018;114830;114860;114830;114860
12.10.2018;114840;114840;114820;114830
12.10.2018;114840;114930;114830;114910
12.10.2018;114900;114950;114890;114920
12.10.2018;114910;114940;114880;114930
12.10.2018;114920;114970;114910;114960
12.10.2018;114960;115100;114930;115080
12.10.2018;115080;115250;115060;115250
12.10.2018;115240;115260;115170;115170
12.10.2018;115170;115200;115080;115090
12.10.2018;115100;115150;115060;115110
12.10.2018;115110;115210;115110;115150
12.10.2018;115150;115190;115060;115100
12.10.2018;115090;115110;115040;115070
12.10.2018;115080;115140;115080;115140
12.10.2018;115140;115170;115100;115160
12.10.2018;115160;115200;115130;115140
12.10.2018;115140;115170;115080;115090
12.10.2018;115090;115100;115040;115060
12.10.2018;115060;115060;115030;115050
12.10.2018;115050;115050;114990;115020
12.10.2018;115010;115030;114960;115000
12.10.2018;115020;115080;115000;115070
12.10.2018;115060;115130;115050;115130
12.10.2018;115130;115210;115120;115160
12.10.2018;115170;115190;115090;115150
12.10.2018;115150;115230;115110;115190
12.10.2018;115190;115250;115180;115240
12.10.2018;115240;115240;115130;115160
12.10.2018;115150;115170;115110;115140
12.10.2018;115160;115260;115130;115250
12.10.2018;115260;115290;115200;115240
12.10.2018;115250;115320;115250;115250
12.10.2018;115250;115330;115250;115280
12.10.2018;115270;115270;115230;115260
12.10.2018;115260;115290;115220;115230
12.10.2018;115230;115270;115190;115250
12.10.2018;115230;115270;115210;115250
12.10.2018;115250;115250;115190;115210
12.10.2018;115200;115230;115190;115210
12.10.2018;115230;115230;115170;115200
12.10.2018;115190;115210;115100;115150
12.10.2018;115140;115150;115040;115070
12.10.2018;115060;115110;115060;115080
12.10.2018;115080;115100;115070;115100
12.10.2018;115090;115090;115070;115090
12.10.2018;115100;115130;115100;115100
12.10.2018;115090;115100;115080;115080
12.10.2018;115080;115100;115080;115100
12.10.2018;115100;115100;115060;115060
12.10.2018;115060;115120;115060;115120
12.10.2018;115110;115130;115070;115080
12.10.2018;115090;115100;115070;115100
12.10.2018;115090;115110;115090;115100
12.10.2018;115100;115110;115080;115080
12.10.2018;115080;115090;115060;115070
12.10.2018;115070;115070;115010;115030
12.10.2018;115030;115030;114960;115000
12.10.2018;114980;114990;114970;114980
12.10.2018;114980;115050;114980;115020
12.10.2018;115040;115050;115020;115050
12.10.2018;115040;115080;115040;115070
12.10.2018;115060;115070;115040;115050
12.10.2018;115040;115080;115040;115060
12.10.2018;115050;115100;115050;115080
12.10.2018;115070;115100;115070;115080
12.10.2018;115090;115130;115090;115110
12.10.2018;115100;115130;115100;115110
12.10.2018;115110;115130;115100;115130
12.10.2018;115110;115150;115100;115120
12.10.2018;115130;115160;115130;115150
12.10.2018;115160;115160;115130;115130
12.10.2018;115140;115160;115080;115110
12.10.2018;115110;115120;115090;115110
12.10.2018;115120;115120;115100;115110
12.10.2018;115100;115110;115090;115100
12.10.2018;115100;115120;115090;115100
12.10.2018;115110;115120;115100;115110
12.10.2018;115110;115130;115100;115130
12.10.2018;115130;115150;115120;115140
12.10.2018;115140;115170;115120;115150
12.10.2018;115160;115180;115130;115130
12.10.2018;115140;115160;115110;115140
12.10.2018;115150;115190;115140;115170
12.10.2018;115170;115180;115150;115170
12.10.2018;115170;115170;115140;115140
12.10.2018;115140;115160;115140;115160
12.10.2018;115150;115220;115140;115220
12.10.2018;115220;115220;115190;115190
12.10.2018;115200;115210;115170;115180
12.10.2018;115170;115170;115120;115120
12.10.2018;115120;115160;115080;115160
12.11.2018;111190;112360;111190;112330
12.11.2018;112320;112520;112290;112300
12.11.2018;112300;112450;112290;112310
12.11.2018;112300;112390;112290;112390
12.11.2018;112400;112450;112380;112420
12.11.2018;112430;112460;112370;112450
12.11.2018;112450;112600;112410;112590
12.11.2018;112590;112620;112520;112530
12.11.2018;112540;112590;112490;112500
12.11.2018;112500;112530;112390;112470
12.11.2018;112480;112500;112410;112490
12.11.2018;112490;112520;112440;112470
12.11.2018;112470;112540;112460;112540
12.11.2018;112530;112610;112530;112600
12.11.2018;112610;112680;112570;112580
12.11.2018;112580;112640;112520;112610
12.11.2018;112620;112680;112580;112650
12.11.2018;112650;112730;112620;112670
12.11.2018;112680;112680;112610;112620
12.11.2018;112630;112670;112610;112670
12.11.2018;112670;112700;112660;112670
12.11.2018;112680;112730;112650;112660
12.11.2018;112650;112680;112600;112610
12.11.2018;112610;112630;112540;112570
12.11.2018;112560;112580;112540;112560
12.11.2018;112570;112590;112490;112490
12.11.2018;112490;112540;112420;112420
12.11.2018;112440;112470;112410;112460
12.11.2018;112460;112540;112450;112510
12.11.2018;112500;112530;112490;112500
12.11.2018;112500;112560;112470;112470
12.11.2018;112470;112480;112440;112450
12.11.2018;112460;112490;112450;112480
12.11.2018;112470;112530;112470;112500
12.11.2018;112500;112550;112490;112540
12.11.2018;112540;112630;112510;112610
12.11.2018;112610;112660;112600;112620
12.11.2018;112620;112620;112570;112590
12.11.2018;112590;112610;112550;112550
12.11.2018;112550;112570;112510;112510
12.11.2018;112520;112520;112460;112490
12.11.2018;112490;112580;112490;112550
12.11.2018;112550;112570;112520;112520
12.11.2018;112530;112530;112490;112490
12.11.2018;112500;112560;112490;112560
12.11.2018;112550;112610;112500;112530
12.11.2018;112530;112530;112450;112450
12.11.2018;112460;112490;112450;112460
12.11.2018;112470;112500;112470;112500
12.11.2018;112500;112520;112470;112480
12.11.2018;112500;112500;112450;112460
12.11.2018;112460;112490;112460;112460
12.11.2018;112450;112480;112430;112460
12.11.2018;112450;112450;112420;112440
12.11.2018;112440;112470;112420;112430
12.11.2018;112440;112460;112370;112440
12.11.2018;112430;112500;112400;112480
